Magnitude,Depth (km)
0.38316571102702834,3.3634470613497394
1.5327726924637843,0.3184361660734533
0.5921851621973477,-0.32397119579918093
0.9057143389528263,-0.20833787066210677
-0.6619315448245675,1.269199061644952
0.9057143389528263,-0.9021378214845517
-0.03487319131360944,-0.9021378214845517
0.5921851621973477,-0.9021378214845517
0.27865598544186915,0.4597657856854328
0.5921851621973477,-0.4653008154111605
0.17414625985670898,-0.3368193430366336
0.5921851621973477,4.2885136624463325
-0.03487319131360944,-0.8764415270096464
0.801204613367667,-0.8378970852972883
-0.7664412704097268,0.652487994247223
0.5921851621973477,-0.9021378214845517
0.06963653427154977,1.551858300868911
-1.2889898983355246,-0.7479600546351195
0.6966948877825069,-0.9021378214845517
-1.2889898983355246,-0.4909971098860658
-0.5574218192394078,0.819513908334108
0.27865598544186915,0.2284991354112845
-0.03487319131360944,0.8323620555715606
-1.1844801727503655,-0.002767514862863812
-1.498009349505844,-0.7993526435849302
-1.0799704471652058,-0.7993526435849302
-0.13938291689876958,-0.8764415270096464
0.17414625985670898,-0.4524526681737078
1.323753241293465,0.18995469369892645
-1.0799704471652058,1.0764768530831617
-0.13938291689876958,0.7167287304344865
-1.1844801727503655,-0.6708711712104034
1.323753241293465,0.12571395751166303
-1.1844801727503655,-0.645174876735498
-0.8709509959948865,-0.6708711712104034
0.9057143389528263,1.6931879204808904
0.6966948877825069,-0.9021378214845517
-0.2438926424839288,-0.9535304104343625
1.4282629668786242,-0.5809341405482346
0.17414625985670898,0.858058350046466
-0.6619315448245675,0.5753991108225069
0.38316571102702834,0.34413246054835867
-1.3934996239206843,0.42122134397307476
0.38316571102702834,0.4726139329228855
1.2192435157083048,0.5368546691101489
-0.03487319131360944,-0.2597304596119175
0.4876754366121885,-0.7094156129227615
0.4876754366121885,0.3826769022607167
0.17414625985670898,2.5540137853902203
0.17414625985670898,1.346287945069668
1.323753241293465,-0.9021378214845517
-0.7664412704097268,1.346287945069668
-0.2438926424839288,0.8837546445213714
-0.975460721580046,0.3955250494981694
0.5921851621973477,-0.9021378214845517
-0.03487319131360944,-0.9021378214845517
-0.975460721580046,1.3334397978322154
-1.7070288006761634,0.2413472826487372
1.323753241293465,-0.8250489380598356
-0.6619315448245675,0.17710654646147378
0.801204613367667,1.346287945069668
1.6372824180489436,-0.8378970852972883
-0.8709509959948865,1.474769417444195
0.801204613367667,0.0743213685618523
0.801204613367667,0.5753991108225069
0.4876754366121885,1.140717589270425
0.801204613367667,-0.8250489380598356
-0.7664412704097268,1.2820472088824046
0.17414625985670898,-0.8250489380598356
0.5921851621973477,-0.9021378214845517
0.801204613367667,-0.9021378214845517
0.38316571102702834,0.858058350046466
-1.1844801727503655,1.6032508898187217
1.4282629668786242,0.17710654646147378
-1.8115385262613226,-0.683719318447856
-1.0799704471652058,0.44691763844798016
-1.3934996239206843,-0.6580230239729508
-0.8709509959948865,0.43406949121052746
-0.13938291689876958,-0.015615662100316497
0.38316571102702834,-0.5809341405482346
-0.7664412704097268,0.18995469369892645
0.9057143389528263,-0.2468823123744648
-0.975460721580046,0.4854620801603382
-0.03487319131360944,0.42122134397307476
-1.0799704471652058,0.369828755023264
-1.2889898983355246,0.9479953807086349
1.2192435157083048,0.35698060778581137
1.2192435157083048,0.4726139329228855
0.6966948877825069,-0.645174876735498
-0.13938291689876958,0.3055880188360006
-1.0799704471652058,0.3955250494981694
0.27865598544186915,0.2798917243610952
-0.03487319131360944,1.269199061644952
-1.2889898983355246,0.7167287304344865
0.4876754366121885,-0.850745232534741
-0.7664412704097268,0.5368546691101489
-0.6619315448245675,0.6781842887221284
-0.8709509959948865,1.8987582762801334
0.4876754366121885,-0.8378970852972883
1.1147337901231456,0.6267916997723177
-0.13938291689876958,0.11286581027421035
0.06963653427154977,3.851676656372941
0.17414625985670898,0.8966027917588241
1.2192435157083048,1.1664138837453304
-0.7664412704097268,0.35698060778581137
-0.45291209365424817,0.8966027917588241
0.06963653427154977,0.3955250494981694
-0.6619315448245675,1.5390101536314582
0.801204613367667,0.25419542988618987
-0.6619315448245675,1.474769417444195
-0.6619315448245675,-0.3496674902740863
0.27865598544186915,-0.9021378214845517
-0.2438926424839288,0.12571395751166303
0.38316571102702834,-1.017771146621626
0.06963653427154977,1.384832386782026
0.4876754366121885,0.16425839922402108
-1.2889898983355246,2.1814175155040925
-0.7664412704097268,1.7831249511430591
-0.975460721580046,-0.31112304856172823
-0.8709509959948865,0.6653361414846758
1.1147337901231456,-0.9021378214845517
0.9057143389528263,0.08716951579930497
0.27865598544186915,-0.42675637369880237
0.801204613367667,-0.02846380933776918
-1.8115385262613226,-0.812200790822383
-1.0799704471652058,0.5111583746352436
0.6966948877825069,-0.6708711712104034
0.4876754366121885,-0.8635933797721936
-1.0799704471652058,-0.002767514862863812
0.801204613367667,-0.9021378214845517
0.6966948877825069,4.327058104158691
0.4876754366121885,-0.9021378214845517
-0.03487319131360944,0.5111583746352436
-0.7664412704097268,-0.5809341405482346
0.801204613367667,1.3976805340194787
-1.1844801727503655,1.7317323621932483
-0.45291209365424817,0.4083731967356221
0.27865598544186915,-0.9021378214845517
1.2192435157083048,-0.13124898723739065
1.0102240645379865,-0.7736563491100249
1.0102240645379865,-0.8764415270096464
-0.45291209365424817,1.7702768039056065
0.27865598544186915,-0.23403416513701214
-1.2889898983355246,-0.002767514862863812
0.801204613367667,0.4083731967356221
-1.3934996239206843,1.30774350335731
1.323753241293465,-0.8764415270096464
0.17414625985670898,0.9608435279460875
-0.03487319131360944,1.063628705845709
1.4282629668786242,-0.16979342894974872
-0.03487319131360944,0.7038805831970338
-0.6619315448245675,-0.05416010381267455
-0.8709509959948865,0.2798917243610952
-0.7664412704097268,0.7809694666217499
0.38316571102702834,-0.9021378214845517
-0.03487319131360944,-0.8378970852972883
0.9057143389528263,-0.8635933797721936
-0.8709509959948865,1.744580509430701
0.27865598544186915,0.7938176138592026
-1.2889898983355246,-0.7479600546351195
0.9057143389528263,0.1385621047491157
1.0102240645379865,-0.850745232534741
0.4876754366121885,-0.5809341405482346
0.06963653427154977,0.06147322132439961
0.6966948877825069,-0.8764415270096464
1.4282629668786242,-0.2597304596119175
0.801204613367667,0.7552731721468445
0.9057143389528263,-0.850745232534741
0.38316571102702834,2.1685693682666396
0.5921851621973477,0.2284991354112845
0.4876754366121885,0.5240065218726963
0.38316571102702834,-0.8378970852972883
0.801204613367667,-0.5166934043609712
0.5921851621973477,-0.19548972342465407
-1.0799704471652058,-0.5166934043609712
1.0102240645379865,-0.8378970852972883
-0.7664412704097268,-0.2597304596119175
-0.975460721580046,1.8473656873303226
-0.6619315448245675,0.06147322132439961
0.17414625985670898,0.5497028163476017
0.801204613367667,-0.850745232534741
0.38316571102702834,-0.8764415270096464
1.2192435157083048,-0.8764415270096464
-1.1844801727503655,-0.8378970852972883
0.801204613367667,-0.5809341405482346
-0.5574218192394078,-0.32397119579918093
0.9057143389528263,-0.8764415270096464
1.6372824180489436,-0.5809341405482346
1.4282629668786242,-0.889289674247099
0.5921851621973477,-0.9021378214845517
-0.6619315448245675,-0.002767514862863812
1.0102240645379865,0.5753991108225069
1.4282629668786242,0.7167287304344865
-0.6619315448245675,-0.002767514862863812
-0.45291209365424817,1.4105286812569315
0.6966948877825069,-0.850745232534741
-0.8709509959948865,0.5753991108225069
-0.6619315448245675,-0.0927045455250326
0.38316571102702834,0.44691763844798016
-0.6619315448245675,0.2927398715985479
-0.6619315448245675,-0.0927045455250326
0.5921851621973477,-0.2597304596119175
-0.5574218192394078,1.6674916260059849
-0.6619315448245675,1.192110178220236
-0.03487319131360944,-0.7993526435849302
0.06963653427154977,-0.8250489380598356
0.9057143389528263,-0.850745232534741
0.9057143389528263,3.9287655397976575
0.17414625985670898,1.4233768284943842
1.1147337901231456,0.2284991354112845
-0.975460721580046,0.08716951579930497
-0.2438926424839288,-0.05416010381267455
0.4876754366121885,2.232810104453903
0.6966948877825069,-0.812200790822383
-0.8709509959948865,0.43406949121052746
-0.7664412704097268,-0.19548972342465407
0.4876754366121885,4.198576631784164
1.4282629668786242,-0.015615662100316497
-1.3934996239206843,1.5775545953438164
1.2192435157083048,-0.7608082018725721
-1.2889898983355246,-0.002767514862863812
0.17414625985670898,-0.9021378214845517
0.27865598544186915,-0.8378970852972883
0.4876754366121885,-0.5809341405482346
1.0102240645379865,0.03577692684949424
0.38316571102702834,0.613943552534865
0.06963653427154977,0.17710654646147378
2.1598310459747414,0.5882472580599597
-0.45291209365424817,1.2435027671700465
0.27865598544186915,0.42122134397307476
-1.6025190750910037,-0.5809341405482346
0.17414625985670898,0.8966027917588241
1.0102240645379865,-0.362515637511539
-0.975460721580046,0.9865398224209929
-1.498009349505844,-0.6194785822605927
2.055321320389582,-0.5166934043609712
0.38316571102702834,0.34413246054835867
0.38316571102702834,-0.401060079223897
-0.975460721580046,0.6010954052974123
